Profiling Data for connect_and_send_file:

Total Bytes Sent: 41684
Chunk Size: 512 bytes
Number of Chunks Sent: 81
Remaining Bytes: 212

Connection Time (microseconds): 3423082, 2031237, 1889445, 1948962, 2037367, 1916508, 2001193, 1974613, 3227309, 1981204, 3294649, 3382667, 3323633, 2048435, 3226935, 1889890, 2042037, 1969445, 4445734, 2020441
Finding characteristic and service (microseconds): 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Total Sending Time (microseconds): 1460954, 1507114, 1488355, 1443501, 1457223, 1424610, 1477287, 1427295, 1423442, 1474608, 1509718, 1448093, 1475880, 1517371, 1539432, 1490761, 1516973, 1542334, 1478616, 1482373

Chunk Timing Details:
Chunk round trip times (microseconds):
Chunk 1: 53397, 71938, 47167, 28864, 27385, 59915, 28582, 70824, 28643, 30804, 42110, 36153, 28327, 31041, 39199, 58587, 28279, 29464, 46053, 29787
Chunk 2: 19989, 19987, 27572, 42191, 36226, 19932, 20119, 22519, 33698, 40014, 25103, 21231, 35020, 32760, 36751, 33730, 19966, 19972, 25015, 20001
Chunk 3: 20000, 20040, 19910, 19994, 32550, 19957, 21138, 19994, 36290, 17671, 19998, 20022, 19990, 49694, 20751, 30008, 38740, 59997, 19967, 22511
Chunk 4: 19984, 21207, 21287, 21546, 19972, 17518, 37496, 18903, 19980, 21206, 21176, 36211, 20207, 21267, 20011, 20280, 17509, 25350, 17507, 44982
Chunk 5: 33759, 32531, 20018, 22220, 20002, 32513, 42529, 21300, 20028, 21259, 20025, 26299, 18535, 19981, 20034, 18752, 40039, 20949, 21209, 18752
Chunk 6: 48802, 28734, 37463, 33740, 19981, 31247, 19955, 39812, 19995, 38619, 37451, 20058, 19959, 33749, 39958, 21017, 19977, 19982, 32505, 21240
Chunk 7: 19954, 20007, 21272, 35211, 41228, 42773, 20008, 21232, 34980, 26272, 23794, 21162, 36264, 34991, 23770, 39945, 42477, 32454, 30019, 19996
Chunk 8: 20015, 20004, 17529, 21083, 19987, 33476, 38738, 21410, 18766, 19966, 40063, 19995, 20006, 21255, 19986, 20036, 23864, 23811, 17493, 33744
Chunk 9: 33715, 20036, 23725, 19946, 20057, 35025, 36267, 21129, 19998, 20003, 63658, 34995, 23754, 20026, 20322, 17455, 19931, 19980, 21209, 35133
Chunk 10: 30392, 42454, 19994, 22526, 20003, 30331, 31262, 32446, 19996, 20007, 19994, 30025, 20016, 19990, 45950, 23769, 17497, 19995, 20069, 21160
Chunk 11: 20912, 20227, 32466, 47697, 17494, 20870, 20391, 32539, 36222, 43743, 19992, 20014, 20023, 46218, 21213, 20028, 36227, 20000, 36179, 19994
Chunk 12: 22485, 21233, 35061, 22284, 66213, 37610, 45889, 17467, 42552, 42560, 20006, 19976, 41198, 21255, 20422, 42447, 36254, 33750, 21744, 19971
Chunk 13: 56221, 21102, 19954, 22781, 19994, 46199, 20219, 19984, 19981, 21226, 33760, 21247, 21364, 20220, 22227, 18752, 19983, 27531, 20838, 36274
